StreetAddress,City,ZipCode,CountryFull
"Alt-Moabit 17",Weißenfels,06652,Germany
"Brandenburgische Strasse 63",Erpolzheim,67167,Germany
"Am Borsigturm 74","Ratingen Tiefenbroich",40880,Germany
"Lietzenburger Straße 70",Damnatz,29472,Germany
"Ellmenreichstrasse 42",Kulmbach,95308,Germany
"Alt-Moabit 83",Achern,77855,Germany
"Schmarjestrasse 24",Falkenberg,04891,Germany
"Marseiller Strasse 28",Wildsteig,82409,Germany
"Straße der Pariser Kommune 46","Köln Nippes",50733,Germany
"Grosse Praesidenten Str. 61",Hinzweiler,67756,Germany
"Güntzelstrasse 73",Herbstmühle,54673,Germany
"Storkower Strasse 16",Neuhäusel,56335,Germany
"Storkower Strasse 89",Eitelborn,56337,Germany
"Ziegelstr. 83",Ruhstorf,94095,Germany
"Marseiller Strasse 81",Herrngiersdorf,84097,Germany
"Prager Str 67",Gröbenzell,82184,Germany
"Los-Angeles-Platz 30","Hamburg Stellingen",22527,Germany
"Sömmeringstr. 41",Elchingen,89272,Germany
"Hermannstrasse 30","Worms Weinsheim",67547,Germany
"Brandenburgische Str. 99",Weinsberg,74189,Germany
"Lietzenburger Strasse 98","Remscheid Süd",42855,Germany
"Fontenay 99",Arzberg,95653,Germany
"Eichendorffstr. 50","Friedrichshafen Ettenkirch",88047,Germany
"Oldesloer Strasse 90",Rohr,91189,Germany
"Heiligengeistbrücke 83",Dinkelsbühl,91543,Germany
"Anhalter Strasse 8",Weitersweiler,67808,Germany
"Fasanenstrasse 48","Hamburg Langenbek",21077,Germany
"Fugger Strasse 7",Dessau,06842,Germany
"Frankfurter Allee 76","Karlsruhe Südstadt",76133,Germany
"Los-Angeles-Platz 55","Hamburg Stellingen",20255,Germany
"Lietzenburger Strasse 37","Bergisch Gladbach Moitzfeld",51429,Germany
"Borstelmannsweg 92",Pfreimd,92536,Germany
"Marseiller Strasse 43",Murnau,82413,Germany
"Kurfürstenstraße 57",Neuhausen,73765,Germany
"Hans-Grade-Allee 91","Alt Mölln",23881,Germany
"Heiligengeistbrücke 58",Gunzenhausen,91705,Germany
"An Der Urania 75",Kellinghusen,25542,Germany
"Amsinckstrasse 90",Berthelsdorf,08138,Germany
"Hans-Grade-Allee 78",Nusse,23896,Germany
"An Der Urania 48",Wewelsfleth,25599,Germany
"Waßmannsdorfer Chaussee 36","Hamburg Bergedorf",21031,Germany
"Eschenweg 56",Bodelwitz,07381,Germany
"Unter den Linden 80",Schwerin,19053,Germany
"Kieler Strasse 75",Burgkirchen,84505,Germany
"Unter den Linden 5",Neubrandenburg,17003,Germany
"Budapester Strasse 41",Neumünster,24503,Germany
"Büsingstrasse 93",Anzing,85646,Germany
"Pasewalker Straße 77","Pforzheim Buckenberg",75181,Germany
"Scharnweberstrasse 61",Ronneburg,63549,Germany
"Alter Wall 70",Gaukönigshofen,97253,Germany
"An Der Urania 87",Lägerdorf,25566,Germany
"Kirchenallee 90",Bernried,94505,Germany
"Pohlstrasse 14",Schöppenstedt,38170,Germany
"Los-Angeles-Platz 67",Norderstedt,22811,Germany
"Paderborner Strasse 32",Untermeitingen,86837,Germany
"Schönwalder Allee 34",Heiligenhafen,23774,Germany
"Eschenweg 22",Rudolstadt,07393,Germany
"Schillerstrasse 46",Aindling,86447,Germany
"Nuernbergerstrasse 93",Scharbeutz,23677,Germany
"Mohrenstrasse 7",Straßberg,72479,Germany
"Knesebeckstraße 9",Eschweiler,52249,Germany
"Gotthardstrasse 51",Chemnitz,09006,Germany
"Buelowstrasse 5",Kaperich,56767,Germany
"Holstenwall 75",Helbra,06311,Germany
"Paul-Nevermann-Platz 73","Bad Königshofen",97631,Germany
"Flotowstr. 49",Sangerhausen,06514,Germany
"Knesebeckstraße 15",Geilenkirchen,52511,Germany
"Mühlenstrasse 50",Höchberg,97201,Germany
"Meinekestraße 4",Waake,37136,Germany
"Schönwalder Allee 63",Kirchnüchel,23714,Germany
"Gubener Str. 36",Rosenheim,83002,Germany
"Gubener Str. 17",Griesstätt,83556,Germany
"Leipziger Strasse 56","Trier Eitelsbach",54292,Germany
"Paderborner Strasse 59",Buchloe,86803,Germany
"Anhalter Strasse 15",Oberndorf,78727,Germany
"Luckenwalder Strasse 77",Wienhausen,29342,Germany
"Brandenburgische Str 7",Emmelshausen,56281,Germany
"Jenaer Strasse 37",Duisburg,47198,Germany
"Augsburger Strasse 21",Üxheim,54579,Germany
"Rohrdamm 87",Edemissen,31234,Germany
"Gubener Str. 77",Oberaudorf,83076,Germany
"Karl-Liebknecht-Strasse 18",Walsrode,29664,Germany
"Heinrich Heine Platz 54",Nordhausen,99734,Germany
"Bleibtreustrasse 73",Extertal,32699,Germany
"Waldowstr. 65",Tegernsee,83681,Germany
"Guentzelstrasse 7",Wartenberg,85453,Germany
"Eschenweg 27",Eisenach,99801,Germany
"Knesebeckstrasse 48",Mehren,54552,Germany
"Alsterkrugchaussee 88",Möttingen,86753,Germany
"Leipziger Straße 25",Eschwege,37269,Germany
"Boxhagener Str. 63","Hamburg Hoheluft-West",20255,Germany
"Heinrich Heine Platz 67",Gotha,99854,Germany
"Landhausstraße 34",Zehdenick,16786,Germany
"Genterstrasse 41",Kiel,24094,Germany
"Flotowstr. 7",Köthen,06353,Germany
"Los-Angeles-Platz 42","Hamburg Stellingen",22527,Germany
"Fontenay 82",Burgkunstadt,96219,Germany
"Ellmenreichstrasse 85",Weismain,96260,Germany
"Luebeckertordamm 71",Scheinfeld,91439,Germany
"Kurfürstenstraße 34",Bönnigheim,74357,Germany
"Neue Roßstr. 70","Trier Trier-West",54294,Germany
"Karl-Liebknecht-Strasse 77",Hellwege,27367,Germany
"Augsburger Straße 18",Herne,44628,Germany
"Genslerstraße 59","Berlin Spandau",13589,Germany
"Fasanenstrasse 56","Hamburg Moorburg",21129,Germany
"Ziegelstr. 52",Pfarrkirchen,84344,Germany
"Rankestraße 77",Dietfurt,92345,Germany
"Leipziger Straße 13",Wollershausen,37434,Germany
"Knesebeckstrasse 46",Breitscheidt,57539,Germany
"Friedrichstrasse 16","Düsseldorf Benrath",40593,Germany
"Potsdamer Platz 14",Wasserburg,83505,Germany
"Budapester Strasse 11",Rastorf,26901,Germany
"Leipziger Straße 16",Golmbach,37640,Germany
"Prenzlauer Allee 85",Leipzig,04212,Germany
"Gubener Str. 87",Frauenneuharting,83553,Germany
"Bleibtreustraße 92",Lautenbach,77794,Germany
"Jahnstrasse 26",Tuntenhausen,83104,Germany
"Hardenbergstraße 1",Albessen,66871,Germany
"Grosse Praesidenten Str. 36",Gundelsheim,96163,Germany
"Sonnenallee 54",Augsburg,86068,Germany
"Augsburger Strasse 85",Dorsel,53533,Germany
"Oldesloer Strasse 31",Ziegenrück,07923,Germany
"Friedrichstrasse 75",Gelsenkirchen,45889,Germany
"Koenigstrasse 19",Buttstädt,99628,Germany
"Waldowstr. 54",Kirchberg,74592,Germany
"Jahnstrasse 13",Achen,83552,Germany
"Leipziger Straße 14","Bad Emstal",34308,Germany
"Borstelmannsweg 64",Lautertal,96486,Germany
"Jenaer Strasse 83",Essen,45144,Germany
"Mellingburgredder 82",Erlangen,91022,Germany
"Waßmannsdorfer Chaussee 72","Hamburg Bahrenfeld",22547,Germany
"Genterstrasse 51",Kiel,24032,Germany
"Gotthardstrasse 20",Erfurt,99012,Germany
"Wallstrasse 46",Gönnersdorf,53498,Germany
"Ollenhauer Str. 66","Stuttgart Rot",70437,Germany
"Inge Beisheim Platz 20",Echem,21379,Germany
"Rohrdamm 94",Rinteln,31737,Germany
"Hochstrasse 76",Karby,24396,Germany
"Prenzlauer Allee 68",Markkleeberg,04410,Germany
"Jahnstrasse 69",Chiemsee,83256,Germany
"Paul-Nevermann-Platz 6",Schweinfurt,97421,Germany
"Gubener Str. 79",Rosenheim,83004,Germany
"Rudolstaedter Strasse 57",Mömlingen,63850,Germany
"Ansbacher Strasse 61",Sohren,55487,Germany
"Koenigstrasse 93",Küllstedt,37356,Germany
"Esplanade 19",Feldkirchen,85619,Germany
"Sömmeringstr. 45","Pforzheim Oststadt",75177,Germany
"Schönhauser Allee 92","Villingen-Schwenningen Obereschach",78052,Germany
"Landsberger Allee 87",München,80061,Germany
"Amsinckstrasse 36",Hosena,01996,Germany
"Lietzensee-Ufer 81",Spremberg,03124,Germany
"Alt-Moabit 27",Naumburg,06602,Germany
"Lietzenburger Strasse 60",Wipperfürth,51688,Germany
"Straße der Pariser Kommune 32","Köln Nippes",50739,Germany
"Kantstraße 15",Oberlungwitz,09351,Germany
"Bissingzeile 32",Appeln,27616,Germany
"Alsterkrugchaussee 3",Munningen,86754,Germany
"Rudolstaedter Strasse 45",Obernburg,63785,Germany
"Koepenicker Str. 39",Weiden,92606,Germany
"Brandenburgische Straße 98","Berlin Neukölln",12053,Germany
"Michaelkirchstr. 66","Minden Dützen",32429,Germany
"Straße der Pariser Kommune 29",Dortmund,44139,Germany
"Alter Wall 58",Wittighausen,97957,Germany
"An Der Urania 61",Brunsbüttel,25535,Germany
"Schönhauser Allee 67","Villingen-Schwenningen Tannheim",78052,Germany
"Rhinstrasse 87",München,81208,Germany
"Eschenweg 74",Schmalkalden,98561,Germany
"Neuer Jungfernstieg 42",Falkenberg,95685,Germany
"Lietzenburger Straße 31","Groß Oesingen",29393,Germany
"Hochstrasse 50",Bordelum,25852,Germany
"Billwerder Neuer Deich 73",Döhlau,95182,Germany
"Mühlenstrasse 60",Würzburg,97045,Germany
"Rosenstrasse 68",München,81520,Germany
"Rosenstrasse 3",München,81308,Germany
"Amsinckstrasse 24",Lichtenberg,09638,Germany
"Rathausstrasse 13",Fürth,90710,Germany
"Lietzenburger Strasse 88",Lindlar,51789,Germany
"Genterstrasse 38",Kiel,24096,Germany
"Gotzkowskystrasse 59",Heupelzen,57612,Germany
"Koenigstrasse 67",Krautheim,74238,Germany
"Invalidenstrasse 29","Forst an der Weinstraße",67147,Germany
"Luckenwalder Strasse 50",Schweindorf,26556,Germany
"Wallstrasse 24",Oberhonnefeld-Gierend,56587,Germany
"Leipziger Straße 4",Hörden,37412,Germany
"Hedemannstasse 36",Mengen,88512,Germany
"Rosenstrasse 42",München,81677,Germany
"Fontenay 50",Marktredwitz,95603,Germany
"Marseiller Strasse 57",Peiting,86967,Germany
"Rudower Strasse 83",Habscheid,54597,Germany
"An der Alster 97",Dömitz,19301,Germany
"Bleibtreustraße 41",Weilheim,82353,Germany
"Gotzkowskystrasse 64",Kliding,56825,Germany
"Ufnau Strasse 57",Marktoberdorf,87612,Germany
"Hollander Strasse 88",Wohratal,35288,Germany
"Hans-Grade-Allee 24",Bollingstedt,24855,Germany
"Scharnweberstrasse 54",Maintal,63477,Germany
"Borstelmannsweg 84",Weitramsdorf,96479,Germany
"Karl-Liebknecht-Strasse 33","Bad Bramstedt",24570,Germany
"Ansbacher Strasse 99",Walhausen,56865,Germany
"Mohrenstrasse 6",Eschbronn,78664,Germany
"Scharnweberstrasse 52",Bürstadt,68642,Germany
"Schaarsteinweg 95",Wackersdorf,92440,Germany
"Ellmenreichstrasse 40",Creußen,95471,Germany
"Paderborner Strasse 99",Mindelheim,87711,Germany
"Wallstrasse 82",Illerich,56814,Germany
"Lietzenburger Strasse 30",Wesseling,50389,Germany
"Leipziger Straße 51",Heinade,37627,Germany
"Alt Reinickendorf 83",Kraftisried,87647,Germany
"Rankestraße 70",Berching,92332,Germany
"Storkower Strasse 19",Siershahn,56427,Germany
"Nuernbergerstrasse 62",Westerstede,26655,Germany
"Hollander Strasse 14",Dreikirchen,56414,Germany
"Schillerstrasse 99",Attenkirchen,85395,Germany
"Inge Beisheim Platz 85",Embsen,21409,Germany
"Rudolstaedter Strasse 77",Herzlake,49770,Germany
"Charlottenstrasse 30",Freital,01699,Germany
"Ziegelstr. 60","Bad Birnbach",84360,Germany
"Lietzenburger Straße 69",Nordhorn,48531,Germany
"Kurfuerstendamm 46","Heilbronn Frankenbach",74080,Germany
"Holstenwall 72",Bergwitz,06773,Germany
"Boxhagener Str. 53","Hamburg Hummelsbüttel",22415,Germany
"Lietzensee-Ufer 70",Merzdorf,09244,Germany
"Potsdamer Platz 50",Hitzhofen,85122,Germany
"Mellingburgredder 44",Erlangen,91051,Germany
"Hans-Grade-Allee 28",Barnitz,01665,Germany
"An der Schillingbrucke 8","Aalen Aalen",73432,Germany
"Flughafenstrasse 27",Vilseck,92246,Germany
"Schillerstrasse 33",Aichach,86542,Germany
"Alsterkrugchaussee 16",Leinburg,91226,Germany
"Nuernbergerstrasse 17","Bad Zwischenahn",26160,Germany
"Prager Str 83",Freising,85311,Germany
"Kurfürstenstraße 47",Altbach,73776,Germany
"Rathausstrasse 53",Nürnberg,90102,Germany
"Leipziger Strasse 75","Bielefeld Schröttinghausen",33619,Germany
"Am Borsigturm 55","Neuss Norf",41469,Germany
"Schillerstrasse 84",Neufahrn,85375,Germany
"Brandenburgische Strasse 9",Oberhausen,76887,Germany
"Landsberger Allee 23",München,80469,Germany
"Knesebeckstrasse 94",Steimel,57614,Germany
"Budapester Strasse 10",Bönebüttel,24620,Germany
"Schaarsteinweg 3",Neunburg,92431,Germany
"Knesebeckstraße 54",Kall,53925,Germany
"Reeperbahn 88",Ebersbrunn,08144,Germany
"Oldesloer Strasse 14",Crimla,07557,Germany
"Koepenicker Str. 57",Rimsberg,55765,Germany
"Genterstrasse 67",Schwanewede,28790,Germany
"Lützowplatz 49",Lampaden,54316,Germany
"Bleibtreustrasse 17",Fürstenberg,16795,Germany
"Augsburger Strasse 35",Wiesemscheid,53534,Germany
"Hallesches Ufer 61",Neuffen,72639,Germany
"Pappelallee 66",Aschenhausen,98634,Germany
"Mohrenstrasse 4","Albstadt Lautlingen",72459,Germany
"Augsburger Strasse 61",Neichen,54552,Germany
"Ollenhauer Str. 79","Stuttgart Rotenberg",70327,Germany
"An Der Urania 13",Kellinghusen,25544,Germany
"Hedemannstasse 6","Lörrach Hauingen",79541,Germany
"Brandenburgische Straße 18","Berlin Niederschöneweide",12439,Germany
"Gotzkowskystrasse 82",Pommern,56829,Germany
"Ruschestrasse 90",Bibow,19417,Germany
"Stresemannstr. 1","Sankt Wendel",66606,Germany
"Neuer Jungfernstieg 31",Neufraunhofen,84181,Germany
"Gotzkowskystrasse 80",Nister-Möhrendorf,56477,Germany
"Esplanade 36",Teugn,93356,Germany
"Fugger Strasse 15","Koblenz Kesselheim",56070,Germany
"Albrechtstrasse 15",Kempten,87411,Germany
"Rohrdamm 80","Herford Schwarzenmoor",32052,Germany
"Spresstrasse 43","Bremerhaven Surheide",27574,Germany
"Alter Wall 3",Rimpar,97222,Germany
"Budapester Strasse 62",Steyerberg,31595,Germany
"Ansbacher Strasse 41",Kickeshausen,54689,Germany
"Meinekestraße 63",Glandorf,49219,Germany
"Potsdamer Platz 59",Sigmarszell,88136,Germany
"Joachimstaler Str. 95",Hasselbach,56288,Germany
"An Der Urania 58",Bahrenfleth,25569,Germany
"Chausseestr. 39",Reinbek,21462,Germany
"Brandenburgische Str 77",Karbach,97842,Germany
"Amsinckstrasse 68","Bad Liebenwerda",04920,Germany
"Jahnstrasse 78",Höslwang,83129,Germany
"Reeperbahn 35","Mülsen St Jacob",08132,Germany
"Mollstrasse 93","Hochheim am Main",65239,Germany
"Esplanade 36",Roden,97849,Germany
"Inge Beisheim Platz 56",Barnstedt,21406,Germany
"An der Alster 51",Saßnitz,18540,Germany
"Anhalter Strasse 67",Waldmohr,66914,Germany
"Boxhagener Str. 29","Hamburg Eimsbüttel",20259,Germany
"Wallstrasse 49",Wirfus,56814,Germany
"Heiligengeistbrücke 97",Langfurth,91731,Germany
"Hardenbergstraße 30",Saalstadt,66919,Germany
"Hedemannstasse 19",Wittlingen,79599,Germany
"Brandenburgische Str. 35",Oberreichenbach,91097,Germany
"Bissingzeile 42",Bornholt,25725,Germany
"Koenigstrasse 18",Weimar,99408,Germany
"Gotzkowskystrasse 60",Mammelzen,57636,Germany
"Kurfürstendamm 75",Chemnitz,09131,Germany
"Kirchenallee 91",Kollnburg,94262,Germany
"Kastanienallee 1",Aurich,26603,Germany
"Grosse Praesidenten Str. 89",Ahorn,74744,Germany
"Anhalter Strasse 90",Bruchmühlbach-Miesau,66892,Germany
"Budapester Straße 29",Kördorf,56370,Germany
"Alt-Moabit 91",Beeskow,15841,Germany
"Invalidenstrasse 49",Sulzbachtal,67734,Germany
"Kieler Strasse 52",Polling,82398,Germany
"An der Alster 19",Boizenburg,19252,Germany
"Schmarjestrasse 42",Arensdorf,06369,Germany
"Anhalter Strasse 74",Martinshöhe,66894,Germany
"Budapester Straße 76",Igel,54298,Germany
"Rudolstaedter Strasse 60",Löningen,49624,Germany
"Hochstrasse 73",Husby,24973,Germany
"Augsburger Strasse 46",Antweiler,53533,Germany
"Paul-Nevermann-Platz 47",Stadtlauringen,97487,Germany
"Sömmeringstr. 70",Vöhringen,72189,Germany
"Knesebeckstraße 7",Senden,89250,Germany
"Kantstrasse 14",Nürnberg,90268,Germany
"Schoenebergerstrasse 19",Lößnitz,08290,Germany
"Meininger Strasse 78",Großrosseln,66352,Germany
"Chausseestr. 91",Pinneberg,25412,Germany
"Stresemannstr. 34","St Wendel",66606,Germany
"Langenhorner Chaussee 4",Haiming,84533,Germany
"Luetzowplatz 53","Hüttingen bei Lahr",54675,Germany
"Chausseestr. 83",Reinbek,21465,Germany
"Rathausstrasse 31",Nürnberg,90208,Germany
"Mellingburgredder 90",Schwarzenbruck,90588,Germany
"Jenaer Strasse 19","Wuppertal Elberfeld",42107,Germany
"Inge Beisheim Platz 46",Melbeck,21406,Germany
"Stuttgarter Platz 22",Hatzenport,56332,Germany
"Ansbacher Strasse 27",Reuth,92717,Germany
"Ansbacher Strasse 73",Kommen,54472,Germany
"Eschenweg 19",Greiz,07966,Germany
"Brandenburgische Str 37",Schmittweiler,67829,Germany
"Stresemannstr. 12",Saarlouis,66717,Germany
"An der Alster 40",Lübtheen,19247,Germany
"Grosse Praesidenten Str. 16",Gundelsheim,74831,Germany
"Luetzowplatz 2",Oberweis,54636,Germany
"Schillerstrasse 30",Fischach,86846,Germany
"Hardenbergstraße 22",Elzweiler,66887,Germany
"Billwerder Neuer Deich 27","Bad Berneck",95458,Germany
"Marseiller Strasse 14",Garmisch-Partenkirchen,82451,Germany
"Bleibtreustraße 89",Mühlingen,78357,Germany
"Kantstraße 26",Meiningen,98605,Germany
"Chausseestr. 66",Prisdorf,25497,Germany
"Rudower Strasse 7",Seiwerath,54597,Germany
"Sömmeringstr. 22",Durmersheim,76448,Germany
"Jahnstrasse 81",Aschau,84544,Germany
"Karl-Liebknecht-Strasse 89","Bad Bramstedt",24570,Germany
"An der Schillingbrucke 20",Maselheim,88437,Germany
"Augsburger Strasse 64",Sassen,56767,Germany
"Ellmenreichstrasse 17",Haag,83527,Germany
"Prager Str 10",Herrsching,82206,Germany
"Friedrichstrasse 70","Düsseldorf Garath",40593,Germany
"Luckenwalder Strasse 87",Marklohe,31608,Germany
"An der Alster 30",Salzwedel,29401,Germany
"Rudower Chaussee 37",Ansbach,91509,Germany
"Unter den Linden 14",Schwerin,19009,Germany
"Marseiller Strasse 7",Garmisch-Partenkirchen,82457,Germany
"Unter den Linden 41",Schwerin,19002,Germany
"Sonnenallee 7",Diedorf,86416,Germany
"Boxhagener Str. 28","Hamburg Eimsbüttel",20255,Germany
"Sonnenallee 20",Augsburg,86032,Germany
"Holstenwall 7",Freist,06347,Germany
"Bleibtreustrasse 53",Kalletal,32689,Germany
"Rohrdamm 54",Eicklingen,29358,Germany
"Ufnau Strasse 81",Lauben,87761,Germany
"Flotowstr. 88",Bitterfeld,06731,Germany
"Leopoldstraße 16",Bochum,44809,Germany
"Landsberger Allee 30",München,80089,Germany
"Alsterkrugchaussee 91",Nördlingen,86713,Germany
"Mühlenstrasse 57",Regensburg,93026,Germany
"Genslerstraße 91","Berlin Rosenthal",13156,Germany
"Mohrenstrasse 82",Grabenstetten,72582,Germany
"Spresstrasse 46","Bielefeld Deppendorf",33739,Germany
"Leipziger Straße 91",Lüerdissen,37635,Germany
"Prager Str 37",Moorenweis,82270,Germany
"Fasanenstrasse 98","Hamburg Poppenbüttel",22399,Germany
"Ruschestrasse 30",Halberstadt,38801,Germany
"Lietzensee-Ufer 58",Kamenz,01917,Germany
"Landhausstraße 72",Zehdenick,16787,Germany
"Messedamm 69",Dresden,01006,Germany
"Invalidenstrasse 86","Neustadt an der Weinstraße Neustadt-Stadt",67433,Germany
"Koenigstrasse 32","Bad Berka",99438,Germany
"Adenauerallee 92",Wietze,29323,Germany
"Joachimstaler Str. 40",Heinzenbach,55483,Germany
"Bleibtreustraße 92",Oppenau,77728,Germany
"Brandenburgische Str 66",Schwall,56281,Germany
"Buelowstrasse 28",Rieden,87668,Germany
"Schillerstrasse 38",Bruckmaier,82515,Germany
"Brandenburgische Straße 17","Berlin Neukölln",12049,Germany
"Guentzelstrasse 21","Sankt Johann",55578,Germany
"Leopoldstraße 86",Bochum,44867,Germany
"Bissingzeile 33",Belum,21785,Germany
"Billwerder Neuer Deich 22",Regnitzlosau,95194,Germany
"Kieler Strasse 92",Winhöring,84543,Germany
"Mohrenstrasse 75",Egesheim,78592,Germany
"Fasanenstrasse 47","Hamburg Rotherbaum",20357,Germany
"Charlottenstrasse 14",Radeberg,01446,Germany
"Ruschestrasse 59",Ballerstedt,39606,Germany
"Park Str. 28","Solingen Solingen-Mitte",42659,Germany
"Kastanienallee 77",Süderstapel,25879,Germany
"Rudolstaedter Strasse 92",Aschaffenburg,63719,Germany
"Los-Angeles-Platz 74","Hamburg Wandsbek",22089,Germany
"Hollander Strasse 81",Brechen,65611,Germany
"Wallstrasse 62",Dattenberg,53547,Germany
"Neuer Jungfernstieg 82",Landshut,84026,Germany
"Feldstrasse 65",Ueckermünde,17368,Germany
"Waldowstr. 86",Kreßberg,74594,Germany
"Potsdamer Platz 37",Großmehring,85096,Germany
"Joachimstaler Str. 89",Dornholzhausen,56357,Germany
"Esplanade 43",Mönchberg,63933,Germany
"Charlottenstrasse 13",Erfurt,99011,Germany
"Rathausstrasse 38",Nürnberg,90014,Germany
"Alsterkrugchaussee 83",Trautskirchen,90619,Germany
"Rudower Chaussee 82","Bottrop Eigen",46240,Germany
"Anhalter Strasse 51",Würzweiler,67808,Germany
"Meinekestraße 50",Elbingerode,37412,Germany
"Neuer Jungfernstieg 62",Vilsbiburg,84134,Germany
"Brandenburgische Straße 68","Berlin Marzahn",12683,Germany
"Ansbacher Strasse 46",Büchenbeuren,55491,Germany
"Joachimstaler Str. 80",Ravengiersburg,55471,Germany
"Anhalter Strasse 8",Kottweiler-Schwanden,66879,Germany
"Gotthardstrasse 76",Erfurt,99097,Germany
"Frankfurter Allee 60",Neu-Ulm,89218,Germany
"Fugger Strasse 63",Dessau,06824,Germany
"Ufnau Strasse 94",Memmingen,87683,Germany
"Hallesches Ufer 55",Hildrizhausen,71157,Germany
"Lietzensee-Ufer 61",Köthen,06356,Germany
"Waßmannsdorfer Chaussee 11","Hamburg Billstedt",22115,Germany
"Schönwalder Allee 22",Rendsburg,24755,Germany
"Luebeckertordamm 7",Deining,92364,Germany
"Karl-Liebknecht-Strasse 12","Buchholz in der Nordheide",21244,Germany
"Marseiller Strasse 69",Oberau,82496,Germany
"Pasewalker Straße 50",Baden-Baden,76534,Germany
"Hochstrasse 82",Süderbrarup,24389,Germany
"Alt Reinickendorf 43",Wertingen,86635,Germany
"Hoheluftchaussee 11",Rötha,04571,Germany
"Hedemannstasse 5",Schallbach,79597,Germany
"Eschenweg 5",Jena,07718,Germany
"Pohlstrasse 72",Schöningen,38364,Germany
"Luebecker Strasse 54",Haßfurt,97433,Germany
"Scharnweberstrasse 84",Altlußheim,68804,Germany
"Reeperbahn 24",Altenpleen,18445,Germany
"Holstenwall 19",Roßla,06533,Germany
"Brandenburgische Str 64",Otzweiler,55606,Germany
"Albrechtstrasse 70",Passau,94004,Germany
"Schönhauser Allee 40",Aitern,79677,Germany
"Karl-Liebknecht-Strasse 74",Maasen,27249,Germany
"Brandenburgische Straße 47","Berlin Mitte",10119,Germany
"Billwerder Neuer Deich 83",Hof,95005,Germany
"Gruenauer Strasse 1",Lauenbrück,27389,Germany
"Flotowstr. 67",Reinsdorf,08141,Germany
"Stuttgarter Platz 33",Holler,56412,Germany
"Genslerstraße 68","Berlin Tiergarten",10557,Germany
"Fasanenstrasse 63","Hamburg Lokstedt",22527,Germany
"Stuttgarter Platz 25",Nordwalde,48356,Germany
"Hochstrasse 33",Gelting,24395,Germany
"Fontenay 3",Pegnitz,91253,Germany
"Brandenburgische Str. 93",Calw,75365,Germany
"Invalidenstrasse 16",Großbundenbach,66501,Germany
"Fugger Strasse 41","Koblenz Ehrenbreitstein",56077,Germany
"Kurfuerstendamm 77",München,80037,Germany
"Michaelkirchstr. 44",Lüdersfeld,31702,Germany
"Wallstrasse 2",Heckenbach,53506,Germany
"Holstenwall 84",Ermsleben,06463,Germany
"Leopoldstraße 39","Berlin Altglienicke",12524,Germany
"Eschenweg 76",Unterwellenborn,07331,Germany
"Paul-Nevermann-Platz 70",Gochsheim,97465,Germany
"Kastanienallee 53",Barlt,25719,Germany
"Hoheluftchaussee 5",Goldschau,06721,Germany
"Gruenauer Strasse 67",Buchhorst,21481,Germany
"Pohlstrasse 97",Goslar,38640,Germany
"Esplanade 48",Aiterhofen,94328,Germany
"An Der Urania 1",Husum,25806,Germany
"Rosenstrasse 7",München,81312,Germany
"Oldesloer Strasse 61","Bad Köstritz",07586,Germany
"Kantstrasse 51",Bayreuth,95448,Germany
"Fugger Strasse 70",Dessau,06847,Germany
"Ansbacher Strasse 40",Eilscheid,54649,Germany
"Ziegelstr. 88","Bad Füssing",94072,Germany
"Stresemannstr. 5",Schwalbach,66766,Germany
"Karl-Liebknecht-Strasse 11",Delmenhorst,27753,Germany
"Lange Strasse 44",München,81701,Germany
"Karl-Liebknecht-Strasse 21",Hartenholm,24628,Germany
"Heinrich Heine Platz 4",Olbersdorf,02785,Germany
"Schaarsteinweg 76",Steinach,96519,Germany
"Augsburger Strasse 84",Neunkirchen,57290,Germany
"Park Str. 65","Köln Ehrenfeld",50829,Germany
"Luetzowplatz 11",Biesdorf,54675,Germany
"Leipziger Straße 58",Wulften,37199,Germany
"Sömmeringstr. 69",Vöhringen,89266,Germany
"Brandenburgische Str. 75",Leingarten,74211,Germany
"Rhinstrasse 71",München,80797,Germany
"Rudolstaedter Strasse 22",Aschaffenburg,63739,Germany
"Stuttgarter Platz 28",Seelbach,77960,Germany
"Lange Strasse 28",München,81803,Germany
"Brandenburgische Strasse 16",Vollmersweiler,76744,Germany
"Ansbacher Strasse 28",Dasburg,54689,Germany
"Luebecker Strasse 95",Breitengüßbach,96149,Germany
"Hedemannstasse 70",Efringen-Kirchen,79588,Germany
"Kantstraße 7","Bad Salzungen",36423,Germany
"Prager Str 17",Starnberg,82311,Germany
"Ollenhauer Str. 71","Stuttgart Rohracker",70327,Germany
"Joachimstaler Str. 57",Wüschheim,55471,Germany
"Grolmanstraße 69","Bremen Osterholz",28307,Germany
"Rosenstrasse 8",München,81309,Germany
"Billwerder Neuer Deich 65",Mitwitz,96268,Germany
"Paul-Nevermann-Platz 87","Bad Brückenau",97769,Germany
"Brandenburgische Strasse 48",Gauersheim,67294,Germany
"Waldowstr. 35",Michelfeld,74545,Germany
"Los-Angeles-Platz 6",Norderstedt,22827,Germany
"Adenauerallee 60",Jarmen,17122,Germany
"Rathausstrasse 11",Nürnberg,90129,Germany
"Luckenwalder Strasse 53",Eldingen,29351,Germany
"Alter Wall 97",Bütthard,97244,Germany
"Genslerstraße 53","Berlin Tegel",13599,Germany
"Ruschestrasse 26",Grabow,19297,Germany
"Pohlstrasse 1",Dahlum,38170,Germany
